QSPY 6.9.2 Copyright (c) 2005-2020 Quantum Leaps
Documentation: https://www.state-machine.com/qtools/qspy.html
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::thinking
3541850556 ===>Tran Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3541850581 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3541850595 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3541850962 PHILO_STAT 4 thinking
3541850977 MP-Get   Obj=EvtPool1,Free=8,Min=7
3541850987 QF-New   Sig=EAT_SIG,Size=6
3541851011 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3541851025 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3541851045 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3541851068 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3541851077 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3541851101 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3541851120 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3541851195 PHILO_STAT 3 eating  
3541851214 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3541851232 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3541851749 MP-Put   Obj=EvtPool1,Free=9
3541851834 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3541851852 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3541851876 =>Intern Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3541851895 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3541851909 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3541851924 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3541851958 TE0-Arm  Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3],Tim=159,Int=0
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::eating
3541851977 ===>Tran Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3541851996 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3541852015 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3541852030 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3541852049 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3541852068 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3541852087 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3541852101 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::eating
3541852115 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::eating
3541852134 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3541852148 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3541852167 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3541852191 =>Ignore Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3541852205 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3541852224 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
3549325130 TE0-Post Obj=Philo::inst[2].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[2]
3549325159 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3549325559 AO-GetL  Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3549325583 Disp===> Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::thinking
3549325613 TE0-DisA Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
===RTC===> St-Exit  Obj=Philo::inst[2],State=Philo::thinking
3549325636 MP-Get   Obj=EvtPool1,Free=9,Min=7
3549325655 QF-New   Sig=HUNGRY_SIG,Size=6
3549325675 AO-Post  Sdr=Philo::inst[2],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::hungry
3549325689 ===>Tran Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3549325712 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3549325726 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3549326060 PHILO_STAT 2 hungry  
3549326079 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3549326098 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3549326112 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
3549530899 TE0-Post Obj=Philo::inst[4].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[4]
3549530923 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3549531321 AO-GetL  Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3549531350 Disp===> Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::thinking
3549531374 TE0-DisA Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
===RTC===> St-Exit  Obj=Philo::inst[4],State=Philo::thinking
3549531403 MP-Get   Obj=EvtPool1,Free=9,Min=7
3549531421 QF-New   Sig=HUNGRY_SIG,Size=6
3549531441 AO-Post  Sdr=Philo::inst[4],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::hungry
3549531465 ===>Tran Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3549531484 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3549531498 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3549531774 PHILO_STAT 4 hungry  
3549531799 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3549531822 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3549531841 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
3553674662 TE0-Post Obj=Philo::inst[1].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[1]
3553674711 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3553675316 AO-GetL  Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3553675350 Disp===> Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::eating
3553675393 MP-Get   Obj=EvtPool1,Free=9,Min=7
3553675412 QF-New   Sig=DONE_SIG,Size=6
3553675435 QF-Pub   Sdr=Philo::inst[1],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3553675458 AO-Post  Sdr=Philo::inst[1],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3553675482 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3553675501 TE0-DisA Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
===RTC===> St-Exit  Obj=Philo::inst[1],State=Philo::eating
3553675519 TE0-Arm  Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1],Tim=90,Int=0
===RTC===> St-Entry Obj=Philo::inst[1],State=Philo::thinking
3553675543 ===>Tran Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3553675562 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3553675581 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3553675980 PHILO_STAT 1 thinking
3553676008 MP-Get   Obj=EvtPool1,Free=8,Min=7
3553676032 QF-New   Sig=EAT_SIG,Size=6
3553676052 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3553676061 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3553676085 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3553676114 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3553676137 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3553676156 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3553676175 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3553676270 PHILO_STAT 0 eating  
3553676290 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3553676309 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3553676328 MP-Put   Obj=EvtPool1,Free=9
3553676348 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3553676367 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3553676395 =>Ignore Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3553676414 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3553676433 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3553676447 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::eating
3553676471 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::eating
3553676485 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3553676499 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3553676527 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3553676552 =>Ignore Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3553676566 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3553676580 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3553676595 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3553676624 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3553676643 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3553676657 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3553676677 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3553676700 TE0-Arm  Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0],Tim=198,Int=0
===RTC===> St-Entry Obj=Philo::inst[0],State=Philo::eating
3553676723 ===>Tran Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3553676743 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3553676762 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
3557921873 TE0-Post Obj=Philo::inst[3].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[3]
3557921910 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3557922154 AO-GetL  Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3557922182 Disp===> Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::eating
3557922211 MP-Get   Obj=EvtPool1,Free=9,Min=7
3557922225 QF-New   Sig=DONE_SIG,Size=6
3557922244 QF-Pub   Sdr=Philo::inst[3],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3557922263 AO-Post  Sdr=Philo::inst[3],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3557922283 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3557922297 TE0-DisA Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
===RTC===> St-Exit  Obj=Philo::inst[3],State=Philo::eating
3557922316 TE0-Arm  Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3],Tim=60,Int=0
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::thinking
3557922335 ===>Tran Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3557922350 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3557922364 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3557922612 PHILO_STAT 3 thinking
3557922626 MP-Get   Obj=EvtPool1,Free=8,Min=7
3557922645 QF-New   Sig=EAT_SIG,Size=6
3557922655 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3557922674 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3557922694 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3557922713 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3557922732 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3557922746 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3557922765 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3557922869 PHILO_STAT 2 eating  
3557922888 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3557922907 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3557922927 MP-Put   Obj=EvtPool1,Free=9
3557922950 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3557922965 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3557922985 =>Ignore Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3557922999 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3557923018 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3557923038 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3557923056 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3557923070 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3557923085 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3557923103 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3557923122 TE0-Arm  Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2],Tim=104,Int=0
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::eating
3557923141 ===>Tran Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3557923159 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3557923179 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3557923193 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3557923212 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3557923222 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3557923236 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3557923256 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3557923274 =>Intern Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3557923289 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3557923304 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
3562772637 TE0-Post Obj=Philo::inst[1].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[1]
3562772666 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3562773265 AO-GetL  Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3562773293 Disp===> Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::thinking
3562773341 TE0-DisA Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
===RTC===> St-Exit  Obj=Philo::inst[1],State=Philo::thinking
3562773364 MP-Get   Obj=EvtPool1,Free=9,Min=7
3562773387 QF-New   Sig=HUNGRY_SIG,Size=6
3562773405 AO-Post  Sdr=Philo::inst[1],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[1],State=Philo::hungry
3562773419 ===>Tran Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3562773443 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3562773458 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3562773725 PHILO_STAT 1 hungry  
3562773743 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3562773758 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3562773777 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
3563985958 TE0-Post Obj=Philo::inst[3].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[3]
3563985987 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3563986254 AO-GetL  Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3563986273 Disp===> Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::thinking
3563986306 TE0-DisA Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
===RTC===> St-Exit  Obj=Philo::inst[3],State=Philo::thinking
3563986335 MP-Get   Obj=EvtPool1,Free=9,Min=7
3563986350 QF-New   Sig=HUNGRY_SIG,Size=6
3563986370 AO-Post  Sdr=Philo::inst[3],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::hungry
3563986393 ===>Tran Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3563986413 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3563986432 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3563986722 PHILO_STAT 3 hungry  
3563986746 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3563986766 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3563986784 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
3568430708 TE0-Post Obj=Philo::inst[2].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[2]
3568430737 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3568431052 AO-GetL  Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3568431070 Disp===> Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::eating
3568431108 MP-Get   Obj=EvtPool1,Free=9,Min=7
3568431122 QF-New   Sig=DONE_SIG,Size=6
3568431137 QF-Pub   Sdr=Philo::inst[2],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3568431157 AO-Post  Sdr=Philo::inst[2],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3568431171 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3568431195 TE0-DisA Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
===RTC===> St-Exit  Obj=Philo::inst[2],State=Philo::eating
3568431220 TE0-Arm  Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2],Tim=115,Int=0
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::thinking
3568431233 ===>Tran Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3568431252 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3568431272 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3568431562 PHILO_STAT 2 thinking
3568431581 MP-Get   Obj=EvtPool1,Free=8,Min=7
3568431600 QF-New   Sig=EAT_SIG,Size=6
3568431615 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3568431629 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3568431657 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3568431671 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3568431690 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3568431704 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3568431724 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3568431762 PHILO_STAT 3 eating  
3568431781 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3568431801 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3568431815 MP-Put   Obj=EvtPool1,Free=9
3568431835 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3568431849 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3568431873 =>Ignore Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3568431891 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3568431910 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3568431924 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3568431944 TE0-Arm  Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3],Tim=161,Int=0
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::eating
3568431958 ===>Tran Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3568431991 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3568432005 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3568432019 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3568432039 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3568432072 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3568432091 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3568432111 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3568432130 =>Ignore Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3568432150 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3568432164 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3568432183 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3568432197 =>Intern Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3568432220 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3568432239 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
3573681760 TE0-Post Obj=Philo::inst[0].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[0]
3573681794 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3573682082 AO-GetL  Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3573682112 Disp===> Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::eating
3573682145 MP-Get   Obj=EvtPool1,Free=9,Min=7
3573682164 QF-New   Sig=DONE_SIG,Size=6
3573682183 QF-Pub   Sdr=Philo::inst[0],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3573682207 AO-Post  Sdr=Philo::inst[0],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3573682225 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3573682244 TE0-DisA Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
===RTC===> St-Exit  Obj=Philo::inst[0],State=Philo::eating
